PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"13775849","[Dextromoramide and toxicomania]","TEMPLE JP, ATTISSO MA.","Presse Med. 1961 Mar 11;69:537-40.","TEMPLE JP","Presse Med","1961","1961/03/11","","",""
"13769560","[Toxicomania for palfium]","MERCHIE G.","Rev Med Liege. 1961 Jan 1;16:1-6.","MERCHIE G","Rev Med Liege","1961","1961/01/01","","",""
"13759937","Comparative studies of phenazocine and dextromoramide, synthetic narcotics","LEAR E, SUNTAY R, PALLIN IM.","N Y State J Med. 1961 Jan 1;61:83-9.","LEAR E","N Y State J Med","1961","1961/01/01","","",""
"13759163","[Use of R-875 in burn patients]","LARREA GA, LORENZO DE.","Sem Med. 1960 Dec 12;117:1890-1.","LARREA GA","Sem Med","1960","1960/12/12","","",""
"13757828","Dextromoramide (Palfium), a new synthetic analgesic for relief of acute and chronic pain","KOLODNY AL.","Antibiotic Med Clin Ther (New York). 1960 Nov;7:695-701.","KOLODNY AL","Antibiotic Med Clin Ther (New York)","1960","1960/11/01","","",""
"13753241","[2 cases of paralysis of the respiratory center after the administration of palfium]","KOROLKO A, GORNY D.","Pol Tyg Lek. 1961 Jan 30;16:180-2.","KOROLKO A","Pol Tyg Lek","1961","1961/01/30","","",""
"13752108","Studies of analgesic drugs: III. Dextromoramide and a comparison of methods of estimating pain relief in man","KEATS AS, TELFORD J, KUROSU Y.","J Pharmacol Exp Ther. 1960 Oct;130:212-7.","KEATS AS","J Pharmacol Exp Ther","1960","1960/10/01","","",""
"13751255","[Dextromoramide and haloperidol as adjuvants in general anesthesia]","KAPFERER JM.","Anaesthesist. 1961 Apr;10:101-4.","KAPFERER JM","Anaesthesist","1961","1961/04/01","","",""
"13745136","[Use of palfium in 1600 cases of anesthesia. Clinical and experimental considerations]","SABATHIE M, DANTEC A, CASTEX M.","Anesth Analg (Paris). 1960 Sep-Dec;17:434-56.","SABATHIE M","Anesth Analg (Paris)","1960","1960/09/01","","",""
"13735503","[A trial with Palfium (R875) in obstetrical analgesia]","PIECHURA J, WOYTON J.","Zentralbl Gynakol. 1960 Nov 12;82:1774-80.","PIECHURA J","Zentralbl Gynakol","1960","1960/11/12","","",""
"13734316","[Chemico-toxicological investigation of R-875]","PEREZ ARGILES V.","Arch Med Exp. 1960;23:35-43.","PEREZ ARGILES V","Arch Med Exp","1960","1960/01/01","","",""
"13721973","[Use of ''palfium'' and local anesthesia in plastic surgery of the face]","DEPAULIS J, DANTEC A.","Bord Chir. 1960 Apr;2:85-7.","DEPAULIS J","Bord Chir","1960","1960/04/01","","",""
"13721787","Properties and analysis of dextromoramide and its dosage forms","DEMOEN PJ.","J Pharm Sci. 1961 Jan;50:79-82. doi: 10.1002/jps.2600500118.","DEMOEN PJ","J Pharm Sci","1961","1961/01/01","","","10.1002/jps.2600500118"
"13719208","[R 875 in analgesic and anesthesiological practice. The experience of the Istituto per lo Studio e la Cura dei Tumori of Naples]","D'ERRICO G, PASANISI E.","Riforma Med. 1960 Sep 17;74:1087-9.","D'ERRICO G","Riforma Med","1960","1960/09/17","","",""
"13718535","[The effect of various pharmacological agents (amphetamine, cocaine, caffeine, hexobarbital, meprobamate, morphine, dextromoramide, 1-methadone, pethidine and CT 3570) on the time of exhaustion and behavior of animals swimming at 20 degrees C]","JACOB J, MICHAUD G.","Med Exp Int J Exp Med. 1960;2:323-8.","JACOB J","Med Exp Int J Exp Med","1960","1960/01/01","","",""
"13713838","[Obstetrical analgesia with the combination of pyrrolamidol, immenoctal, sparteine and buscopan. A critical and statistical study of 100 new cases]","HERVE A, DELARUE G, BOURLAUD J.","Bull Fed Soc Gynecol Obstet Lang Fr. 1960 Aug-Oct;12:412-6.","HERVE A","Bull Fed Soc Gynecol Obstet Lang Fr","1960","1960/08/01","","",""
"13707521","[The combination of Palfium (Pyrrolamido) with local anesthesia in plastic surgery of the face]","GOUMAIN JM, CASTEX M.","Ann Chir Plast. 1961 Apr;6:15-20.","GOUMAIN JM","Ann Chir Plast","1961","1961/04/01","","",""
"13703977","[Poisoning by pyrrolamidol and treatment by N-allylmorphine]","GAULTIER M, FOURNIER E, GERVAIS P.","Sem Hop. 1960 Dec 12;36:3156-8.","GAULTIER M","Sem Hop","1960","1960/12/12","","",""
"13696451","[Value of palfium during per-and postoperative periods. Importance of analgesia in the general anesthesia complex]","CREYSSEL J, DELEUZE R, LECORDIER M.","Lyon Chir. 1960 Jul;56:604-10.","CREYSSEL J","Lyon Chir","1960","1960/07/01","","",""
"13695133","[Peroperative pyrrolamidol analgesia]","CONSTANTIN B.","Med Trop (Mars). 1960 Nov-Dec;20:742-52.","CONSTANTIN B","Med Trop (Mars)","1960","1960/11/01","","",""
"13692112","[Palfium-local anesthesia association in ophthalmology]","CHABOT J, SABATHIE M.","Bull Soc Ophtalmol Fr. 1960 Apr;5:243-5.","CHABOT J","Bull Soc Ophtalmol Fr","1960","1960/04/01","","",""
"13687936","Measurement of chronic pain relief utilizing dose response of dextromoramide against morphine and placebo","BAUER RO, FREE SM Jr, BOWEN EH Jr.","J Pharmacol Exp Ther. 1961 Mar;131:373-80.","BAUER RO","J Pharmacol Exp Ther","1961","1961/03/01","","",""
"13675613","[Preliminary notes on the use of palfium in otorhinolaryngological surgical practice]","NICLAUSSE R, SABATHIE M, DANTEC A.","Rev Laryngol Otol Rhinol (Bord). 1959 May-Jun;80(5-6):434-40.","NICLAUSSE R","Rev Laryngol Otol Rhinol (Bord)","1959","1959/05/01","","",""
"13675421","[Clinical research on R-875]","RUGGIERO A, COCCHIA N.","Rass Int Clin Ter. 1959 Jun 15;39(11):481-5.","RUGGIERO A","Rass Int Clin Ter","1959","1959/06/15","","",""
"13675049","[Palfium addiction]","BATTEGAY R, GNIRSS F.","Praxis. 1959 Jul 9;48(28):646-8.","BATTEGAY R","Praxis","1959","1959/07/09","","",""
"13670549","Toxicomania caused by pyrrolamidol (R. 875)","PLANQUES J, TROTZKY J.","Ann Med Leg Criminol Police Sci Toxicol. 1959 May-Jun;39(3):313-5.","PLANQUES J","Ann Med Leg Criminol Police Sci Toxicol","1959","1959/05/01","","",""
"13667646","[Postoperative use of palfium]","SADOWSKI J, OTTO TJ.","Pol Tyg Lek (Wars). 1959 Apr 6;14(14):646-8.","SADOWSKI J","Pol Tyg Lek (Wars)","1959","1959/04/06","","",""
"13664758","An evaluation of two new analgesics (dextromoramide and racemoramide) in healthy subjects and in patients with chronic pain","CALESNICK B.","J Chronic Dis. 1959 Jul;10(1):58-66. doi: 10.1016/0021-9681(59)90018-9.","CALESNICK B","J Chronic Dis","1959","1959/07/01","","","10.1016/0021-9681(59)90018-9"
"13664042","[R 875 as a sedative in cough in lung diseases]","SEREMBE M, VISENTINI P.","Gazz Med Ital. 1959 Mar;118(3):113-4.","SEREMBE M","Gazz Med Ital","1959","1959/03/01","","",""
"13657979","[Preliminary experience with a new analgesic, R-875, in clinical surgery]","DELIGNE P, GILLES MR.","Prensa Med Argent. 1958 Oct 31;45(44):3498-502.","DELIGNE P","Prensa Med Argent","1958","1958/10/31","","",""
"13657783","[Priamide and palfium in anesthesia]","OTTO TJ, SADOWSKI J.","Pol Przegl Chir. 1959 Mar;31(3):307-12.","OTTO TJ","Pol Przegl Chir","1959","1959/03/01","","",""
"13651575","Comparative effects of analgesics on pain threshold, respiratory frequency and gastrointestinal propulsion","GREEN AF.","Br J Pharmacol Chemother. 1959 Mar;14(1):26-34. doi: 10.1111/j.1476-5381.1959.tb00924.x.","GREEN AF","Br J Pharmacol Chemother","1959","1959/03/01","PMC1481834","","10.1111/j.1476-5381.1959.tb00924.x"
"13647419","[Behavior of drug addicts in response to pyrrolamidol]","TEMPLE JP, ATTISSO M, SERRE L.","Therapie. 1959;14(1):48-54.","TEMPLE JP","Therapie","1959","1959/01/01","","",""
"13646839","[Our experience with R-875; agreements & discrepancies]","MARTINEZ DJ, DE MARTINEZ NM.","Sem Med. 1958 Dec 25;113(26):1169-71 passim.","MARTINEZ DJ","Sem Med","1958","1958/12/25","","",""
"13634620","[Dextromoramide (R 875)]","MARDONES J.","Rev Med Chil. 1959 Jan;87(1):48-9.","MARDONES J","Rev Med Chil","1959","1959/01/01","","",""
"13633816","[Toxicomania caused by pyrrolamidol]","BOUDIN G, BARBIZET J.","Presse Med. 1959 Jan 17;67(3):91-3.","BOUDIN G","Presse Med","1959","1959/01/17","","",""
"13633714","[Palfium, an analgesic without danger of addiction]","GORDONOFF T.","Praxis. 1959 Feb 5;48(6):136.","GORDONOFF T","Praxis","1959","1959/02/05","","",""
"13633291","[Experiences with the clinical use of palfium (R. 875)]","FORGACS I, ORBAN I.","Orv Hetil. 1959 Jan 18;100(3):124-5.","FORGACS I","Orv Hetil","1959","1959/01/18","","",""
"13630430","[R-875 in anesthetic treatment of the patient]","ALTISSIMI C.","G Med Mil. 1958 Nov-Dec;108(6):541-7.","ALTISSIMI C","G Med Mil","1958","1958/11/01","","",""
"13630175","[Clinical trial of R-875, new powerful analgesic]","DIAZ AE.","Dia Med. 1959 Jan 26;31(4):94 passim.","DIAZ AE","Dia Med","1959","1959/01/26","","",""
"13626383","[R-875 in preanesthesia; preliminary note]","GASPARETTO A, DE BERNARDIS F.","Acta Anaesthesiol. 1959;10(1):41-55.","GASPARETTO A","Acta Anaesthesiol","1959","1959/01/01","","",""
"13624493","[Results of the action of R 875 in rheumatological service]","DE SEZE S, LE CHEVALLIER PL, TCHERDAKOFF P.","Rev Rhum Mal Osteoartic. 1958 Nov;25(11):739-46.","DE SEZE S","Rev Rhum Mal Osteoartic","1958","1958/11/01","","",""
"13617746","[A case of death caused by R 875 absorption (palfium)]","ROCHE L, BETHENOD M, TOMMASI M.","Ann Med Leg Criminol Police Sci Toxicol. 1958 Nov-Dec;38(6):375-8.","ROCHE L","Ann Med Leg Criminol Police Sci Toxicol","1958","1958/11/01","","",""
"13612296","[A case of death caused by palfium (R 875) absorption]","ROCHE L, BETHENOD M.","Lyon Med. 1958 Nov 16;90(46):785-6 passim.","ROCHE L","Lyon Med","1958","1958/11/16","","",""
"13598780","A clinical trial of dextromoramide, (R 875, SKF D-5137)","LASAGNA L, DE KORNFELD T, SAFAR P.","J Chronic Dis. 1958 Dec;8(6):689-93. doi: 10.1016/0021-9681(58)90124-3.","LASAGNA L","J Chronic Dis","1958","1958/12/01","","","10.1016/0021-9681(58)90124-3"
"13590317","[Experiences with dextromoramide (pyrrolamidolum, palfium)]","NELEMANS FA.","Ned Tijdschr Geneeskd. 1958 Aug 23;102(34):1661-2.","NELEMANS FA","Ned Tijdschr Geneeskd","1958","1958/08/23","","",""
"13590315","[A case of dextromoramide addiction]","BEZEM KD, SCHALIJ G.","Ned Tijdschr Geneeskd. 1958 Aug 23;102(34):1648-9.","BEZEM KD","Ned Tijdschr Geneeskd","1958","1958/08/23","","",""
"13590312","[Pain control with dextromoramide (pyrrolamidolum, R 875, palfium)]","DEN OTTER G.","Ned Tijdschr Geneeskd. 1958 Aug 23;102(34):1637-41.","DEN OTTER G","Ned Tijdschr Geneeskd","1958","1958/08/23","","",""
"13586090","[Complementary cases on the effects of R 875]","LANGERON L, VINCENT G.","Dia Med. 1958 Aug 28;30(60):2234-5.","LANGERON L","Dia Med","1958","1958/08/28","","",""
"13578922","[First cases of R-875 toxicomania]","MENDES F, DOS SANTOS J, SOEIRO N.","Presse Med. 1958 Aug 30;66(60):1356.","MENDES F","Presse Med","1958","1958/08/30","","",""
"13578145","[Palfium as an obstetrical analgesic]","SEJTVED B.","Nord Med. 1958 Aug 14;60(33):1166-8.","SEJTVED B","Nord Med","1958","1958/08/14","","",""
"13569242","[Palfium, a new strong analgesic. IV. Palfium in obstetrical practice]","NORDVALL S.","Sven Lakartidn. 1958 May 23;55(21):1536-8.","NORDVALL S","Sven Lakartidn","1958","1958/05/23","","",""
"13569241","[Palfium, a new strong analgesic. III. Testing of palfium with radiotherapy]","ALMERSJO O.","Sven Lakartidn. 1958 May 23;55(21):1531-6.","ALMERSJO O","Sven Lakartidn","1958","1958/05/23","","",""
"13569236","[Palfium, a new strong analgesic. II. Palfium in surgical practice]","FRIES B.","Sven Lakartidn. 1958 May 16;55(20):1479-84.","FRIES B","Sven Lakartidn","1958","1958/05/16","","",""
"13569235","[Palfium, a new strong analgesic. I. Pharmacology]","SANDBERG F.","Sven Lakartidn. 1958 May 16;55(20):1474-9.","SANDBERG F","Sven Lakartidn","1958","1958/05/16","","",""
"13568946","[R 875 a new potent analgesic]","COCCHI A.","Sem Med. 1958 Apr 3;112(14):497-507.","COCCHI A","Sem Med","1958","1958/04/03","","",""
"13565114","[Clinical experiments with a new analgesic, R 875]","DE SEZE S, CHEVALLIER L, TSCHERDAKOFF.","Med Panam. 1958 Apr 1;10(7):221-6.","DE SEZE S","Med Panam","1958","1958/04/01","","",""
"13546267","[R-875, a new synthetic analgesic]","SLAVIERO E.","Boll Chim Farm. 1958 Apr;97(4):229-33.","SLAVIERO E","Boll Chim Farm","1958","1958/04/01","","",""
"13537952","[A new synthetic analgesic: R 875]","ROVATI L.","Farmaco Prat. 1958 Apr;13(4):186-94.","ROVATI L","Farmaco Prat","1958","1958/04/01","","",""
"13537814","[Clinical study of the new synthetic analgesic R 875]","SOUPAULT R, CAROLI J.","Dia Med. 1958 Mar 31;30(17):533 passim.","SOUPAULT R","Dia Med","1958","1958/03/31","","",""
"13528356","[Medical treatment of pancreatitis with R 875; new therapeutic perspectives]","CAROLI J, CHARBONNIER A.","Rev Med Chir Mal Foie. 1957 Sep;32(3):41-54.","CAROLI J","Rev Med Chir Mal Foie","1957","1957/09/01","","",""
"13525077","[First cases of toxicomania for R 875]","MENDES F, DOS SANTOS J, SOEIRO N.","J Med (Oporto). 1958 Mar 29;35(792):761-2 passim.","MENDES F","J Med (Oporto)","1958","1958/03/29","","",""
"13523131","Analgesic activity of (+)-1-(3-methyl-4-morpholino-2:2-diphenylbutyryl) pyrrolidine (R.875) in student volunteers","CAHAL DA.","Br J Pharmacol Chemother. 1958 Mar;13(1):30-4. doi: 10.1111/j.1476-5381.1958.tb00186.x.","CAHAL DA","Br J Pharmacol Chemother","1958","1958/03/01","PMC1481704","","10.1111/j.1476-5381.1958.tb00186.x"
"13516792","[R 875 (palfium) as pre-anesthetic in bronchology]","STARACE G, NOFERI A.","Minerva Med. 1958 Feb 7;49(11):422-4.","STARACE G","Minerva Med","1958","1958/02/07","","",""
"13514776","Preliminary study on the clinical & biological effects of palfium (R 875)","LANGERON L, PAGET M, VINCENT G Jr.","J Sci Med Lille. 1958 Jan;76(1):3-12.","LANGERON L","J Sci Med Lille","1958","1958/01/01","","",""
"13462635","[New synthetic analgesic: R 875]","BASTO LP.","J Med (Oporto). 1957 Aug 10;33(759):757-8 passim.","BASTO LP","J Med (Oporto)","1957","1957/08/10","","",""
"11585132","Chiral analysis of methylphenidate and dextromoramide by capillary electrophoresis","Denk OM, Watson DG, Skellern GG.","J Chromatogr B Biomed Sci Appl. 2001 Sep 15;761(1):61-8. doi: 10.1016/s0378-4347(01)00300-0.","Denk OM","J Chromatogr B Biomed Sci Appl","2001","2001/10/05","","","10.1016/s0378-4347(01)00300-0"
"11383368","[Advertisement Palfium = Palface]","Hellebrekers LJ, Pellicaan CH.","Tijdschr Diergeneeskd. 2001 May 1;126(9):331.","Hellebrekers LJ","Tijdschr Diergeneeskd","2001","2001/06/01","","",""
"10574310","Craving patterns in methadone maintenance treatment with dextromoramide as adjuvant","de Vos JW, Ufkes JG, van den Brink W, van Brussel GH, de Wolff FA.","Addict Behav. 1999 Sep-Oct;24(5):707-13. doi: 10.1016/s0306-4603(98)00081-1.","de Vos JW","Addict Behav","1999","1999/11/26","","","10.1016/s0306-4603(98)00081-1"
"10196915","Analgesics in the management of chronic pain. Part four: Step 3 oral analgesic drug therapy","MacConnachie AM.","Intensive Crit Care Nurs. 1998 Dec;14(6):318-9. doi: 10.1016/s0964-3397(98)80693-9.","MacConnachie AM","Intensive Crit Care Nurs","1998","1999/04/10","","","10.1016/s0964-3397(98)80693-9"
"10075266","Effect of electrolyte and solvent composition on capillary electrophoretic separation of some pharmaceuticals in non-aqueous media","Porras SP, Valkó IE, Jyske P, Riekkola ML.","J Biochem Biophys Methods. 1999 Jan 29;38(2):89-102. doi: 10.1016/s0165-022x(98)00031-1.","Porras SP","J Biochem Biophys Methods","1999","1999/03/13","","","10.1016/s0165-022x(98)00031-1"
"9584342","Determination and pharmacokinetics of dextromoramide in methadone maintenance therapy","Ufkes JG, de Vos JW, van Brussel GH.","Pharm World Sci. 1998 Apr;20(2):83-7. doi: 10.1023/a:1008699623190.","Ufkes JG","Pharm World Sci","1998","1998/05/19","","","10.1023/a:1008699623190"
"9456555","Case report of an unusual use of lidocaine during episodes of self mutilation","Gaillard Y, Pepin G.","J Forensic Sci. 1998 Jan;43(1):235-8.","Gaillard Y","J Forensic Sci","1998","1998/02/11","","",""
"9339333","Knowing where and knowing what: a double dissociation","Wilson BA, Clare L, Young AW, Hodges JR.","Cortex. 1997 Sep;33(3):529-41. doi: 10.1016/s0010-9452(08)70234-x.","Wilson BA","Cortex","1997","1997/10/27","","","10.1016/s0010-9452(08)70234-x"
"8931067","Dextromoramide pharmacokinetics following sublingual administration","Jones TE, Morris RG, Saccoia NC, Thorne D.","Palliat Med. 1996 Oct;10(4):313-7. doi: 10.1177/026921639601000407.","Jones TE","Palliat Med","1996","1996/10/01","","","10.1177/026921639601000407"
"8896001","Spinal clonidine fails to provide surgical anesthesia for transurethral resection of prostate. A dose-finding pilot study","Malinovsky JM, Bernard JM.","Reg Anesth. 1996 Sep-Oct;21(5):419-23.","Malinovsky JM","Reg Anesth","1996","1996/09/01","","",""
"8727446","Rapidly reversible acute cor pulmonale after intravenous injection of crushed dextromoramide (Palfium) pills","Jullien T, Valtier B, Vieillard-Baron A, Bourdarias JP, Jardin F.","Intensive Care Med. 1996 Mar;22(3):270-1. doi: 10.1007/BF01712251.","Jullien T","Intensive Care Med","1996","1996/03/01","","","10.1007/BF01712251"
"8335717","Simultaneous determination of dextromoramide, propoxyphene and norpropoxyphene in necropsic whole blood by liquid chromatography","Rop PP, Grimaldi F, Bresson M, Fornaris M, Viala A.","J Chromatogr. 1993 Jun 2;615(2):357-64. doi: 10.1016/0378-4347(93)80354-7.","Rop PP","J Chromatogr","1993","1993/06/02","","","10.1016/0378-4347(93)80354-7"
"7632606","Characterization of dextromoramide (Palfium) abuse by hair analysis in a denied case","Kintz P, Cirimele V, Edel Y, Tracqui A, Mangin P.","Int J Legal Med. 1995;107(5):269-72. doi: 10.1007/BF01245487.","Kintz P","Int J Legal Med","1995","1995/01/01","","","10.1007/BF01245487"
"7460151","[Value of potentiated analgesia in a conscious patient for the surgery of acquired ptosis]","Reny A, Comte P, Moeller R.","Bull Soc Ophtalmol Fr. 1980 Nov;80(11):1091-3.","Reny A","Bull Soc Ophtalmol Fr","1980","1980/11/01","","",""
"7113634","Potent, new analgesics, tailor-made for different purposes","Janssen PA.","Acta Anaesthesiol Scand. 1982 Jun;26(3):262-8. doi: 10.1111/j.1399-6576.1982.tb01765.x.","Janssen PA","Acta Anaesthesiol Scand","1982","1982/06/01","","","10.1111/j.1399-6576.1982.tb01765.x"
"7000300","The anaesthetist and the pain clinic: dextromoramide analgesia","Grace AJ.","Br Med J. 1980 Nov 8;281(6250):1285. doi: 10.1136/bmj.281.6250.1285-c.","Grace AJ","Br Med J","1980","1980/11/08","PMC1714665","","10.1136/bmj.281.6250.1285-c"
"6778586","The anaesthetist and the pain clinic: dextromoramide analgesia","Judd AT, Tempest SM, Clarke IM.","Br Med J (Clin Res Ed). 1981 Jan 3;282(6257):75-6. doi: 10.1136/bmj.282.6257.75-c.","Judd AT","Br Med J (Clin Res Ed)","1981","1981/01/03","PMC1503781","","10.1136/bmj.282.6257.75-c"
"6661748","Blockade by verapamil of cholinergic effects on atrial specialised tissue in the anaesthetised dog","Timour-Chah Q, Lang J, Lakhal M, Bouzouita K, Bertrix L, Faucon G.","Cardiovasc Res. 1983 Dec;17(12):756-61. doi: 10.1093/cvr/17.12.756.","Timour-Chah Q","Cardiovasc Res","1983","1983/12/01","","","10.1093/cvr/17.12.756"
"6632916","Influence of the restoration of vagal tone by intracisternal injection of dextromoramide on the cardiac effects of the antiarrhythmic drugs","Bertrix L, Bui-Xuan B, Lang J, Bouzouita K, Timour-Chah Q, Faucon G.","J Pharmacol. 1983 Jul-Sep;14(3):361-72.","Bertrix L","J Pharmacol","1983","1983/07/01","","",""
"6268258","[Modification, by lithium, of catalepsy induced by central cholinergic stimulants and morphine-like drugs]","Scotto di Tella AM.","C R Seances Soc Biol Fil. 1981;175(3):357-63.","Scotto di Tella AM","C R Seances Soc Biol Fil","1981","1981/01/01","","",""
"6241034","[Analgesic anesthesia in children less than 10 years old (combination of dextromoramide and a relaxant)]","Bertrix L, Trepo F, Poussel JF, Benoit MP.","Cah Anesthesiol. 1984 Sep;32(5):379-82.","Bertrix L","Cah Anesthesiol","1984","1984/09/01","","",""
"6077798","[Restraint ulcers in rats. II. Study of protective substances]","Buchel L, Gallaire D.","Arch Sci Physiol (Paris). 1967;21(4):537-52.","Buchel L","Arch Sci Physiol (Paris)","1967","1967/01/01","","",""
"6069939","[Experimental comparative study of the secondary effects of dextromoramide, of fentanyl and of phenoperidine]","Roquebert J, Canellas J, Dumartin A, Sabathié M.","Arch Int Pharmacodyn Ther. 1967 Jun;167(2):297-307.","Roquebert J","Arch Int Pharmacodyn Ther","1967","1967/06/01","","",""
"6066616","Dependence on dextromoramide","Seymour-Shove R, Wilson CW.","Br Med J. 1967 Jan 14;1(5532):88-90. doi: 10.1136/bmj.1.5532.88.","Seymour-Shove R","Br Med J","1967","1967/01/14","PMC1840405","","10.1136/bmj.1.5532.88"
"6063431","[Some particular new effects of inhibitory type on beta-adrenergic receptors]","Harichaux P, Moline J.","Therapie. 1967 Mar-Apr;22(2):453-65.","Harichaux P","Therapie","1967","1967/03/01","","",""
"6062822","[General anesthesia for bronchoscopy]","Desnos J, Morand G.","Ann Otolaryngol Chir Cervicofac. 1967 Mar;84(3):195-7.","Desnos J","Ann Otolaryngol Chir Cervicofac","1967","1967/03/01","","",""
"6062809","[The diazepam-dextromoramide association. Method of neuroleptoanalgesia adapted for bronchoesophagology]","Grimaud R, Werner J, Choffat P.","Ann Otolaryngol Chir Cervicofac. 1967 Mar;84(3):153-8.","Grimaud R","Ann Otolaryngol Chir Cervicofac","1967","1967/03/01","","",""
"6055258","The effects of morphine on pH homoeostasis in the unanaesthetized rabbit","Rees JM.","Br J Pharmacol Chemother. 1967 Sep;31(1):32-41. doi: 10.1111/j.1476-5381.1967.tb01974.x.","Rees JM","Br J Pharmacol Chemother","1967","1967/09/01","PMC1557295","","10.1111/j.1476-5381.1967.tb01974.x"
"6026503","Action of various new analgesic drugs on the human common bile duct","Hopton DS, Torrance HB.","Gut. 1967 Jun;8(3):296-300. doi: 10.1136/gut.8.3.296.","Hopton DS","Gut","1967","1967/06/01","PMC1552465","","10.1136/gut.8.3.296"
"6017499","Dependence on dextromoramide","Cormack J.","Br Med J. 1967 Feb 11;1(5536):362. doi: 10.1136/bmj.1.5536.362-b.","Cormack J","Br Med J","1967","1967/02/11","PMC1840810","","10.1136/bmj.1.5536.362-b"
"6017168","Dependence on dextromoramide","Seymour-Shove R.","Br Med J. 1967 Mar 4;1(5539):568-9. doi: 10.1136/bmj.1.5539.568-e.","Seymour-Shove R","Br Med J","1967","1967/03/04","PMC1841372","","10.1136/bmj.1.5539.568-e"
"6014332","[Considerations on neuroleptoanalgesia and its practical applications]","Benini G.","Acta Anaesthesiol. 1966;17:Suppl 1:103-26.","Benini G","Acta Anaesthesiol","1966","1966/01/01","","",""
"5998416","Behavioural effects of a prolonged treatment with small doses of morphine in cats","Djahanguiri B, Richelle M, Fontaine O.","Psychopharmacologia. 1966;9(5):363-72. doi: 10.1007/BF00406447.","Djahanguiri B","Psychopharmacologia","1966","1966/01/01","","","10.1007/BF00406447"
"5973141","[Waking anesthesia in ophthalmology]","Moreau PG, Duguid I, Regnier G, Courvoisier.","Ann Ocul (Paris). 1966 Dec;199(12):1155-63.","Moreau PG","Ann Ocul (Paris)","1966","1966/12/01","","",""
"5955569","[Drug combinations in the treatment of pain in hemophiliacs]","Simon E, Roux C, Moret J.","Bibl Haematol. 1966;26:78-80.","Simon E","Bibl Haematol","1966","1966/01/01","","",""
"5948522","Configurational studies in analgesics related to 3-dimethylamino- and 3-morpholino-1,1-diphenylpropane","Casy AF, Hassan MM.","J Chem Soc Perkin 1. 1966;7:683-6. doi: 10.1039/j39660000683.","Casy AF","J Chem Soc Perkin 1","1966","1966/01/01","","","10.1039/j39660000683"
"5908410","[An anesthetic technic during bronchoscopy]","Coulhon H, Prévot P, Delahaye-Plouvier G.","Anesth Analg (Paris). 1966 Jan-Mar;23(1):115-20.","Coulhon H","Anesth Analg (Paris)","1966","1966/01/01","","",""
"5899605","[Aneurin in intracranial operations]","Torelli L.","Acta Anaesthesiol. 1965;16:Suppl 3:99-103.","Torelli L","Acta Anaesthesiol","1965","1965/01/01","","",""
"5897999","[Per-operative use of R. 875]","Manzin E, Benedetti A.","Acta Anaesthesiol. 1965 Jul-Aug;16(4):523-9.","Manzin E","Acta Anaesthesiol","1965","1965/07/01","","",""
"5888033","[Considerations on 109 cases of neuroleptoanalgesia in neurosurgery by the combination of R 875 and vitamin B 1]","Torelli L, Zotti G.","Riv Neurobiol. 1965 Oct-Dec;11(4):909-27.","Torelli L","Riv Neurobiol","1965","1965/10/01","","",""
"5882020","[Contribution to the study of neuroleptoanalgesia (NLA) in abdominal surgery]","Davini R, Vannozzi I.","Omnia Med Ther. 1965 Oct-Dec;43(4):829-38.","Davini R","Omnia Med Ther","1965","1965/10/01","","",""
"5877599","[Treatment of pain in hemophiliacs]","Alagille D.","Sem Ther. 1963 Nov;39(9):588-90.","Alagille D","Sem Ther","1963","1963/11/01","","",""
"5853547","[Bronchoscopy under anesthesia in a state of wakefulness]","Thuries J, Guyon J, Poncet M.","J Fr Otorhinolaryngol Chir Maxillofac. 1965 Aug-Sep;14(5):515.","Thuries J","J Fr Otorhinolaryngol Chir Maxillofac","1965","1965/08/01","","",""
"5851677","[Effect of hypnalgesics on intraocular pressure in rabbits]","Caldeira JA.","Arq Bras Oftalmol. 1965;28(4):113-41 concl.","Caldeira JA","Arq Bras Oftalmol","1965","1965/01/01","","",""
"5849782","[The current treatment of acute pancreatitis]","Poilleux F, Stroz G.","Actual Hepatogastroenterol (Paris). 1964:289-97.","Poilleux F","Actual Hepatogastroenterol (Paris)","1964","1964/01/01","","",""
"5848048","The responses of the terminal bile duct to morphine and morphine-like drugs","Crema A, Benzi G, Frigo GM, Berté F.","J Pharmacol Exp Ther. 1965 Sep;149(3):373-8.","Crema A","J Pharmacol Exp Ther","1965","1965/09/01","","",""
"5847787","[Association of RO 4-0403 and R 875 in obstetric analgesia]","Guyomar J.","Gynecol Obstet (Paris). 1965 Jun-Aug;64(3):397-406.","Guyomar J","Gynecol Obstet (Paris)","1965","1965/06/01","","",""
"5847105","[Differential inhibitory action of dextromoramide on the beta adrenergic receptors]","Harichaux P, Schmitt H, Moline J, Laubie M.","J Physiol (Paris). 1965 Sep-Oct;57(5):624-5.","Harichaux P","J Physiol (Paris)","1965","1965/09/01","","",""
"5845196","[Experimental aspects of neuroleptanalgesia. 3. Study of the dextromoramide-chlorprothixene combination in the rat]","Boissier JR, Simon P, Viars P.","Therapie. 1965 Jul-Aug;20(4):1015-25.","Boissier JR","Therapie","1965","1965/07/01","","",""
