PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"13233559","Effect of levallorphan tartrate on respiratory depression during nitrous oxide-oxygen anesthesia supplemented by levo-dromoran tartrate","RADNAY PA, HECHTER RH.","J Int Coll Surg. 1955 Jan;23(1 Pt 1):38-50.","RADNAY PA","J Int Coll Surg","1955","1955/01/01","","",""
"13207115","Observations on the use of the opiate antagonists nalorphine and levallorphan","ECKENHOFF JE, FUNDERBURG LW.","Am J Med Sci. 1954 Nov;228(5):546-53. doi: 10.1097/00000441-195411000-00008.","ECKENHOFF JE","Am J Med Sci","1954","1954/11/01","","","10.1097/00000441-195411000-00008"
"13174911","Preliminary observations on the effect of levallorphan on respiratory depression and analgesia of levorphan in man","GROSS EG, HAMILTON WK.","J Lab Clin Med. 1954 Jun;43(6):938-41.","GROSS EG","J Lab Clin Med","1954","1954/06/01","","",""
"13105006","Effect of levallorphan tartrate upon opiate induced respiratory depression","HAMILTON WK, CULLEN SC.","Anesthesiology. 1953 Nov;14(6):550-4. doi: 10.1097/00000542-195311000-00002.","HAMILTON WK","Anesthesiology","1953","1953/11/01","","","10.1097/00000542-195311000-00002"
"11025413","Expression of opioid receptors in osteoblast-like MG-63 cells, and effects of different opioid agonists on alkaline phosphatase and osteocalcin secretion by these cells","Pérez-Castrillón JL, Olmos JM, Gómez JJ, Barrallo A, Riancho JA, Perera L, Valero C, Amado JA, González-Macías J.","Neuroendocrinology. 2000 Sep;72(3):187-94. doi: 10.1159/000054586.","Pérez-Castrillón JL","Neuroendocrinology","2000","2000/10/12","","","10.1159/000054586"
"10640321","The antitussive activity of delta-opioid receptor stimulation in guinea pigs","Kotzer CJ, Hay DW, Dondio G, Giardina G, Petrillo P, Underwood DC.","J Pharmacol Exp Ther. 2000 Feb;292(2):803-9.","Kotzer CJ","J Pharmacol Exp Ther","2000","2000/01/20","","",""
"10636233","A sigma-1 receptor selective analogue of BD1008. A potential substitute for (+)-opioids in sigma receptor binding assays","Maeda DY, Williams W, Bowen WD, Coop A.","Bioorg Med Chem Lett. 2000 Jan 3;10(1):17-8. doi: 10.1016/s0960-894x(99)00590-9.","Maeda DY","Bioorg Med Chem Lett","2000","2000/01/15","","","10.1016/s0960-894x(99)00590-9"
"10493511","Targeting sigma receptor-binding benzamides as in vivo diagnostic and therapeutic agents for human prostate tumors","John CS, Vilner BJ, Geyer BC, Moody T, Bowen WD.","Cancer Res. 1999 Sep 15;59(18):4578-83.","John CS","Cancer Res","1999","1999/09/24","","",""
"9862398","The mu opioid irreversible antagonist beta-funaltrexamine differentiates the discriminative stimulus effects of opioids with high and low efficacy at the mu opioid receptor","Morgan D, Picker MJ.","Psychopharmacology (Berl). 1998 Nov;140(1):20-8. doi: 10.1007/s002130050734.","Morgan D","Psychopharmacology (Berl)","1998","1998/12/23","","","10.1007/s002130050734"
"8852708","Determination of opiates in urine by capillary electrophoresis","Taylor RB, Low AS, Reid RG.","J Chromatogr B Biomed Appl. 1996 Jan 26;675(2):213-23. doi: 10.1016/0378-4347(95)00359-2.","Taylor RB","J Chromatogr B Biomed Appl","1996","1996/01/26","","","10.1016/0378-4347(95)00359-2"
"8481410","Identification with liquid chromatography-ionspray mass spectrometry of the metabolites of the enantiomers N-methyl dextrorphan and N-methyl levorphanol after rat liver perfusion","Lanting AB, Bruins AP, Drenth BF, de Jonge K, Ensing K, de Zeeuw RA, Meijer DK.","Biol Mass Spectrom. 1993 Apr;22(4):226-34. doi: 10.1002/bms.1200220403.","Lanting AB","Biol Mass Spectrom","1993","1993/04/01","","","10.1002/bms.1200220403"
"8478275","A synthetic opioid peptide increases plasma growth hormone and prolactin in Holstein calves","Johnson DW, Barnes MA, Akers RM, Pearson RE.","J Anim Sci. 1993 Apr;71(4):1004-9. doi: 10.2527/1993.7141004x.","Johnson DW","J Anim Sci","1993","1993/04/01","","","10.2527/1993.7141004x"
"8357869","GC-MS procedure for the analysis of zipeprol","Kintz P, Flesch F, Jaeger A, Mangin P.","J Pharm Biomed Anal. 1993 Apr-May;11(4-5):335-8. doi: 10.1016/0731-7085(93)80025-v.","Kintz P","J Pharm Biomed Anal","1993","1993/04/01","","","10.1016/0731-7085(93)80025-v"
"8157054","Multiple [3H]DTG binding sites in guinea pig cerebellum: evidence for the presence of non-specific binding","Basile AS, DeCosta B, Paul IA.","Eur J Pharmacol. 1994 Feb 3;252(2):139-46. doi: 10.1016/0014-2999(94)90589-4.","Basile AS","Eur J Pharmacol","1994","1994/02/03","","","10.1016/0014-2999(94)90589-4"
"8101007","Opioid antagonists: indirect antagonism of morphine analgesia by spinal dynorphin A","Aksu F, Holmes BB, Fujimoto JM.","Pharmacol Biochem Behav. 1993 Jun;45(2):409-18. doi: 10.1016/0091-3057(93)90258-u.","Aksu F","Pharmacol Biochem Behav","1993","1993/06/01","","","10.1016/0091-3057(93)90258-u"
"7925616","Rat liver and kidney contain high densities of sigma 1 and sigma 2 receptors: characterization by ligand binding and photoaffinity labeling","Hellewell SB, Bruce A, Feinstein G, Orringer J, Williams W, Bowen WD.","Eur J Pharmacol. 1994 Jun 15;268(1):9-18. doi: 10.1016/0922-4106(94)90115-5.","Hellewell SB","Eur J Pharmacol","1994","1994/06/15","","","10.1016/0922-4106(94)90115-5"
"7861664","Changes in self-stimulation response during chronic morphine treatment and after withdrawal of morphine in rats","Kamei C.","Jpn J Pharmacol. 1994 Sep;66(1):163-5. doi: 10.1254/jjp.66.163.","Kamei C","Jpn J Pharmacol","1994","1994/09/01","","","10.1254/jjp.66.163"
"7850479","Effects of sigma ligands on rat cerebellar Purkinje neuron firing: an iontophoretic study","Martin WJ, De Costa BR, Walker JM.","Brain Res Bull. 1994;35(4):303-9. doi: 10.1016/0361-9230(94)90106-6.","Martin WJ","Brain Res Bull","1994","1994/01/01","","","10.1016/0361-9230(94)90106-6"
"7625885","Analysis of 16,16-dimethylprostaglandin E2-induced diarrhea in cecectomized rats","Shimizu I, Kawashima K, Yoshida N, Ito T.","Arch Int Pharmacodyn Ther. 1994 Nov-Dec;328(3):326-43.","Shimizu I","Arch Int Pharmacodyn Ther","1994","1994/11/01","","",""
"7378834","Self-administration of D-Ala2-Met-enkephalinamide at hypothalamic self-stimulation sites","Olds ME, Williams KN.","Brain Res. 1980 Jul 21;194(1):155-70. doi: 10.1016/0006-8993(80)91325-6.","Olds ME","Brain Res","1980","1980/07/21","","","10.1016/0006-8993(80)91325-6"
"7372232","[Local anesthesia in gynecological practice]","Hilgart L.","Fortschr Med. 1980 Mar 20;98(11):390-2.","Hilgart L","Fortschr Med","1980","1980/03/20","","",""
"7272583","Antagonism of opiate mydriasis in mice","Korczyn AD, Rock M.","Br J Pharmacol. 1981 Aug;73(4):807-10. doi: 10.1111/j.1476-5381.1981.tb08732.x.","Korczyn AD","Br J Pharmacol","1981","1981/08/01","PMC2071488","","10.1111/j.1476-5381.1981.tb08732.x"
"7202071","Biphasic action of pentazocine in morphine-dependent rats","Tagashira E, Urano T, Hiramori T, Yanaura S.","Jpn J Pharmacol. 1982 Jun;32(3):523-34. doi: 10.1254/jjp.32.523.","Tagashira E","Jpn J Pharmacol","1982","1982/06/01","","","10.1254/jjp.32.523"
"7192745","Studies of physical dependence on cinepazide in rats","Tagashira E, Akiyama Y, Urano T, Yanaura S.","J Toxicol Sci. 1980 May;5(2):123-40. doi: 10.2131/jts.5.123.","Tagashira E","J Toxicol Sci","1980","1980/05/01","","","10.2131/jts.5.123"
"7155310","The effects of analgesics on quickly-learned conditioned suppression in mice","Kameyama T, Nagasaka M.","Neuropharmacology. 1982 Dec;21(12):1283-9. doi: 10.1016/0028-3908(82)90134-4.","Kameyama T","Neuropharmacology","1982","1982/12/01","","","10.1016/0028-3908(82)90134-4"
"6994518","Antagonists of morphine-induced respiratory depression. A study in postoperative patients","Gairola RL, Gupta PK, Pandley K.","Anaesthesia. 1980 Jan;35(1):17-21. doi: 10.1111/j.1365-2044.1980.tb03714.x.","Gairola RL","Anaesthesia","1980","1980/01/01","","","10.1111/j.1365-2044.1980.tb03714.x"
"6935425","A submucous technique utilizing a narcotic and a potentiator","Metroka DC, Marchesani JR, Carrel R.","J Pedod. 1980 Winter;4(2):124-38.","Metroka DC","J Pedod","1980","1980/01/01","","",""
"6745320","Depression by morphine and levorphanol of activity in sympathetic nerve fibres in anaesthetized rats","Jurna I, Rummel W.","Eur J Pharmacol. 1984 May 18;101(1-2):75-82. doi: 10.1016/0014-2999(84)90032-3.","Jurna I","Eur J Pharmacol","1984","1984/05/18","","","10.1016/0014-2999(84)90032-3"
"6664229","Relative ability of N-methyl nalorphine and N-methyl levallorphan to prevent antinociception and intestinal transit inhibition in morphine treated rats","Notarnicola A, Landi M, Bianchi G, Tavani A.","Life Sci. 1983;33 Suppl 1:481-4. doi: 10.1016/0024-3205(83)90546-5.","Notarnicola A","Life Sci","1983","1983/01/01","","","10.1016/0024-3205(83)90546-5"
"6664228","Levallorphan methyl iodide (SR 58002), a potent narcotic antagonist with peripheral selectivity superior to that of other quaternary compounds","Dragonetti M, Bianchetti A, Sacilotto R, Giudice A, Ferrarese N, Cattaneo C, Manara L.","Life Sci. 1983;33 Suppl 1:477-80. doi: 10.1016/0024-3205(83)90545-3.","Dragonetti M","Life Sci","1983","1983/01/01","","","10.1016/0024-3205(83)90545-3"
"6631308","Release of vasopressin in response to hypoxia and the effect of aminergic and opioid antagonists","Forsling ML, Aziz LA.","J Endocrinol. 1983 Oct;99(1):77-86. doi: 10.1677/joe.0.0990077.","Forsling ML","J Endocrinol","1983","1983/10/01","","","10.1677/joe.0.0990077"
"6510842","[Formalin-induced minor tremor response as an indicator of pain]","Takahashi H, Shibata M, Ohkubo T, Naruse S.","Nihon Yakurigaku Zasshi. 1984 Oct;84(4):353-62.","Takahashi H","Nihon Yakurigaku Zasshi","1984","1984/10/01","","",""
"6457508","Pharmacological studies of 3-(3-methyl-3-butenyl)-1,2,3,4,5,6-hexahydro-6,11-dimethyl-8-hydroxy-2,6-methano-3-benzazocine","Nakamura N.","Acta Med Okayama. 1981 Jun;35(3):179-95. doi: 10.18926/AMO/31286.","Nakamura N","Acta Med Okayama","1981","1981/06/01","","","10.18926/AMO/31286"
"6354197","Pharmacological studies on dl-glaucine phosphate as an antitussive","Kasé Y, Kawaguchi M, Takahama K, Miyata T, Hirotsu I, Hitoshi T, Okano Y.","Arzneimittelforschung. 1983;33(7):936-46.","Kasé Y","Arzneimittelforschung","1983","1983/01/01","","",""
"6328082","Effects of enkephalin and endorphin on the inhibitory junction potentials in the duodenal smooth muscle cells of the guinea-pig","Ohkawa H.","Jpn J Physiol. 1984;34(1):89-102. doi: 10.2170/jjphysiol.34.89.","Ohkawa H","Jpn J Physiol","1984","1984/01/01","","","10.2170/jjphysiol.34.89"
"6266515","[Binding of a tritiated enkephalinergic analog (FK 33-824) to a mitochondrial fraction of rat brain]","Tremeau O, Faure G, Boulain JC, Bouet F, Menez A, Lecocq G, Morgat JL, Fromageot P.","Biochimie. 1981 Jun;63(6):477-84. doi: 10.1016/s0300-9084(81)80080-6.","Tremeau O","Biochimie","1981","1981/06/01","","","10.1016/s0300-9084(81)80080-6"
"6251079","Demonstration of two classes of opiate binding sites in the nervous tissue of the marine mollusc Mytilus edulis. Positive homotropic cooperativity of lower affinity binding sites","Kream RM, Zukin RS, Stefano GB.","J Biol Chem. 1980 Oct 10;255(19):9218-24.","Kream RM","J Biol Chem","1980","1980/10/10","","",""
"6243227","Demonstration of stereospecific opiate binding in the nervous tissue of the marine mollusc Mytilus edulis","Stefano GB, Kream RM, Zukin RS.","Brain Res. 1980 Jan 13;181(2):440-5. doi: 10.1016/0006-8993(80)90626-5.","Stefano GB","Brain Res","1980","1980/01/13","","","10.1016/0006-8993(80)90626-5"
"6186879","Pharmacological actions of levallorphan allyl bromide (CM 32191), a new peripheral narcotic antagonist","Bianchetti A, Giudice A, Picerno N, Carminati P.","Life Sci. 1982 Nov 15-22;31(20-21):2261-4. doi: 10.1016/0024-3205(82)90133-3.","Bianchetti A","Life Sci","1982","1982/11/15","","","10.1016/0024-3205(82)90133-3"
"6184974","Histamine release from isolated rat mast cells induced by opiates: effect of sterical configuration and calcium","Grosman N, Jensen SM, Johansen FF.","Agents Actions. 1982 Oct;12(4):417-24. doi: 10.1007/BF01965920.","Grosman N","Agents Actions","1982","1982/10/01","","","10.1007/BF01965920"
"6145770","The peripheral narcotic antagonist N-allyl levallorphan-bromide (CM 32191) selectively prevents morphine antipropulsive action and buprenorphine in-vivo binding in the rat intestine","Bianchi G, Fiocchi R, Peracchia F, Petrillo P, Tavani A, Manara L.","J Pharm Pharmacol. 1984 May;36(5):326-30. doi: 10.1111/j.2042-7158.1984.tb04384.x.","Bianchi G","J Pharm Pharmacol","1984","1984/05/01","","","10.1111/j.2042-7158.1984.tb04384.x"
"6142942","Reinforcing and discriminative stimulus properties of mixed agonist-antagonist opioids","Young AM, Stephens KR, Hein DW, Woods JH.","J Pharmacol Exp Ther. 1984 Apr;229(1):118-26.","Young AM","J Pharmacol Exp Ther","1984","1984/04/01","","",""
"6102852","In vitro degradation of guanosine 3',5'-bis(diphosphate) [ppGpp] by the spoT gene product [ppGppase] from auxotrophic strains of Escherichia coli: effects of various antibiotics and drugs","Richter D.","Arch Microbiol. 1980 Feb;124(2-3):229-32. doi: 10.1007/BF00427731.","Richter D","Arch Microbiol","1980","1980/02/01","","","10.1007/BF00427731"
"6086363","Mechanism of analgesic action of mesaconitine. I. Relationship between analgesic effect and central monoamines or opiate receptors","Murayama M, Ito T, Konno C, Hikino H.","Eur J Pharmacol. 1984 May 18;101(1-2):29-36. doi: 10.1016/0014-2999(84)90027-x.","Murayama M","Eur J Pharmacol","1984","1984/05/18","","","10.1016/0014-2999(84)90027-x"
"6040380","Evaluation of kinetic constants for mixed inhibitors of cholinesterase","Hein GE, Powell K.","Biochem Pharmacol. 1967 Mar;16(3):567-73. doi: 10.1016/0006-2952(67)90104-9.","Hein GE","Biochem Pharmacol","1967","1967/03/01","","","10.1016/0006-2952(67)90104-9"
"6039832","The human pharmacology and abuse potential of N-allylnoroxymorphone (naloxone)","Jasinski DR, Martin WR, Haertzen CA.","J Pharmacol Exp Ther. 1967 Aug;157(2):420-6.","Jasinski DR","J Pharmacol Exp Ther","1967","1967/08/01","","",""
"6035133","Studies of drugs given before anaesthesia. 13. Pentazocine and other opiate antagonists","Hamilton RC, Dundee JW, Clarke RS, Loan WB, Morrison JD.","Br J Anaesth. 1967 Aug;39(8):647-56. doi: 10.1093/bja/39.8.647.","Hamilton RC","Br J Anaesth","1967","1967/08/01","","","10.1093/bja/39.8.647"
"6035131","Dual block following tacrine and suxamethonium","Macdonald DJ.","Br J Anaesth. 1967 Aug;39(8):629-32. doi: 10.1093/bja/39.8.629.","Macdonald DJ","Br J Anaesth","1967","1967/08/01","","","10.1093/bja/39.8.629"
"6034794","Simultaneous administration of narcotic and narcotic-antagonist drugs in the newborn rabbit","Moore WM, Davis JA.","J Pediatr. 1967 Sep;71(3):420-4. doi: 10.1016/s0022-3476(67)80306-8.","Moore WM","J Pediatr","1967","1967/09/01","","","10.1016/s0022-3476(67)80306-8"
"6027958","Alterations in response to somatic pain associated with anaesthesia. 18. Studies with some opiate antagonists","Hamilton RC, Dundee JW, Clarke RS, Loan WB, Morrison JD.","Br J Anaesth. 1967 Jun;39(6):490-502. doi: 10.1093/bja/39.6.490.","Hamilton RC","Br J Anaesth","1967","1967/06/01","","","10.1093/bja/39.6.490"
"6024823","Effect of nalorphine and levallorphan on brain concentrations of levorphanol in the dog","Wuepper KD, Yeh SY, Woods LA.","Proc Soc Exp Biol Med. 1967 Apr;124(4):1146-50. doi: 10.3181/00379727-124-31947.","Wuepper KD","Proc Soc Exp Biol Med","1967","1967/04/01","","","10.3181/00379727-124-31947"
"6008043","[Antagonism of levallorphan tartrate to circulatory depression induced by oxymorphone hydrochloride]","Saito T, Matsuzaki T, Wakisaka K, Yumitate T, Okazaki K.","Masui. 1966 May;15(5):406-11.","Saito T","Masui","1966","1966/05/01","","",""
"5996390","[Morphine antagonists, how much and when? Overdosage--a contribution to the correct dosage of specific antidote treatment]","Harder HJ, Leutner V.","Anaesthesist. 1966 Aug;15(8):279-83.","Harder HJ","Anaesthesist","1966","1966/08/01","","",""
"5978458","Treatment of respiratory insufficiency","","Med Lett Drugs Ther. 1966 Aug 12;8(16):63-4.","","Med Lett Drugs Ther","1966","1966/08/12","","",""
"5970903","Agonist and antagonist actions of morphine-like drugs on the guinea-pig isolated ileum","Gyand EA, Kosterlitz HW.","Br J Pharmacol Chemother. 1966 Sep;27(3):514-27. doi: 10.1111/j.1476-5381.1966.tb01864.x.","Gyand EA","Br J Pharmacol Chemother","1966","1966/09/01","PMC1512013","","10.1111/j.1476-5381.1966.tb01864.x"
"5961471","The effect of analgesic drugs on the release of acetylcholine from electrically stimulated guinea-pig ileum","Cox BM, Weinstock M.","Br J Pharmacol Chemother. 1966 May;27(1):81-92. doi: 10.1111/j.1476-5381.1966.tb01643.x.","Cox BM","Br J Pharmacol Chemother","1966","1966/05/01","PMC1510811","","10.1111/j.1476-5381.1966.tb01643.x"
"5954072","Response of the newborn rabbit to acute anoxia and variations due to narcotic agents","Moore WM, Davis JA.","Br J Anaesth. 1966 Oct;38(10):787-93. doi: 10.1093/bja/38.10.787.","Moore WM","Br J Anaesth","1966","1966/10/01","","","10.1093/bja/38.10.787"
"5928257","Studies on the uptake of morphine by the choroid plexus in vitro","Takemori AE, Stenwick MW.","J Pharmacol Exp Ther. 1966 Dec;154(3):586-94.","Takemori AE","J Pharmacol Exp Ther","1966","1966/12/01","","",""
"5898301","Pharmacological studies on the structure-activity relationship of morphine antagonists","Anand DR.","Arzneimittelforschung. 1965 May;15(5):564-7.","Anand DR","Arzneimittelforschung","1965","1965/05/01","","",""
"5892561","Studies on morphine. IX. On the intensity of the abstinence syndrome to morphine induced by daily injections of nalorphine in white mice","Huidobro F, Maggiolo C.","Arch Int Pharmacodyn Ther. 1965 Nov;158(1):97-112.","Huidobro F","Arch Int Pharmacodyn Ther","1965","1965/11/01","","",""
"5888483","[Suspension of the tonus-increasing effect of morphine and pethidine on the extrahepatic bile ducts by specific morphine antagonists]","Bräunlich H.","Z Arztl Fortbild (Jena). 1965 Dec 1;59(23):1276-9.","Bräunlich H","Z Arztl Fortbild (Jena)","1965","1965/12/01","","",""
"5854053","Responses of the isolated ileum of the morphine-tolerant guinea pig","Takagi K, Takayanagi I, Irikura T, Nishino K, Ichinoseki N, Shishido K.","Arch Int Pharmacodyn Ther. 1965 Nov;158(1):39-44.","Takagi K","Arch Int Pharmacodyn Ther","1965","1965/11/01","","",""
"5848049","The analgesic effect of opiate-opiate antagonist combinations in the rat","Grumbach L, Chernov HI.","J Pharmacol Exp Ther. 1965 Sep;149(3):385-96.","Grumbach L","J Pharmacol Exp Ther","1965","1965/09/01","","",""
"5817628","Interactions of levallorphan and meperidine","Rouge JC, Banner MP, Smith TC.","Clin Pharmacol Ther. 1969 Sep-Oct;10(5):643-54. doi: 10.1002/cpt1969105643.","Rouge JC","Clin Pharmacol Ther","1969","1969/09/01","","","10.1002/cpt1969105643"
"5783896","Effects of narcotics on Staphylococcus aureus","Gale EF.","J Gen Microbiol. 1969 Mar;55(3):8-9.","Gale EF","J Gen Microbiol","1969","1969/03/01","","",""
"5776016","An evaluation of the effects of morphine on electrocortical recruitment in the cat and dog","Mizoguchi K, Mitchell CL.","J Pharmacol Exp Ther. 1969 Mar;166(1):134-45.","Mizoguchi K","J Pharmacol Exp Ther","1969","1969/03/01","","",""
"5773493","The respiratory, circulatory, and narcotic antagonistic effects of nalorphine, levallorphan, and naloxone in anaesthetized subjects","Foldes FF, Duncalf D, Kuwabara S.","Can Anaesth Soc J. 1969 Mar;16(2):151-61. doi: 10.1007/BF03005795.","Foldes FF","Can Anaesth Soc J","1969","1969/03/01","","","10.1007/BF03005795"
"5772754","Effects of analgesics and other drugs on mice in phenylquinone and rotarod tests","Pearl J, Stander H, McKean DB.","J Pharmacol Exp Ther. 1969 May;167(1):9-13.","Pearl J","J Pharmacol Exp Ther","1969","1969/05/01","","",""
"5727759","Intravenous sedation for intraocular surgery","Brown H, Schirmer K.","Can J Ophthalmol. 1968 Oct;3(4):342-6.","Brown H","Can J Ophthalmol","1968","1968/10/01","","",""
"5726813","The analgesic activity of levallorphan","Piccinelli D, Silvestrini B.","Br J Pharmacol. 1968 Nov;34(3):686P-687P.","Piccinelli D","Br J Pharmacol","1968","1968/11/01","PMC1703509","",""
"5725829","[On characterization of the bradykinin effect on smooth muscle]","Konzett H, Bauer H.","Hoppe Seylers Z Physiol Chem. 1968 Jul;349(7):927-8.","Konzett H","Hoppe Seylers Z Physiol Chem","1968","1968/07/01","","",""
"5694929","Treatment of propoxyphene poisoning","Corby DG, Decker WJ.","JAMA. 1968 Jul 22;205(4):250-1. doi: 10.1001/jama.1968.03140300068024.","Corby DG","JAMA","1968","1968/07/22","","","10.1001/jama.1968.03140300068024"
"5694441","Propoxyphene antidotes","Fraser HF.","JAMA. 1968 May 6;204(6):549.","Fraser HF","JAMA","1968","1968/05/06","","",""
"5692609","[Clinical study of the effects of various cocktail preparations containing hydrochloric pethidine as a principal constituent upon the palliation of pain during delivery]","Sato K.","Igaku Kenkyu. 1968 Feb;38(1):1-21.","Sato K","Igaku Kenkyu","1968","1968/02/01","","",""
"5686733","Behavioural effects of some morphine antagonists and hallucinogens in the rat","Schneider C.","Nature. 1968 Nov 9;220(5167):586-7. doi: 10.1038/220586a0.","Schneider C","Nature","1968","1968/11/09","","","10.1038/220586a0"
"5672161","[Interference of norallyl-hydroxy-morphinane on the induction of morphine tolerance in cats]","Bolego-Zonta N, Genovese E, Napoli PA.","Boll Soc Ital Biol Sper. 1968 Apr 15;44(7):656-8.","Bolego-Zonta N","Boll Soc Ital Biol Sper","1968","1968/04/15","","",""
"5664147","Kinetic parameters of narcotic agonists and antagonists, with particular reference to N-allylnoroxymorphone (naloxone)","Kosterlitz HW, Watt AJ.","Br J Pharmacol Chemother. 1968 Jun;33(2):266-76. doi: 10.1111/j.1476-5381.1968.tb00988.x.","Kosterlitz HW","Br J Pharmacol Chemother","1968","1968/06/01","PMC1570231","","10.1111/j.1476-5381.1968.tb00988.x"
"5626138","[Study on neuroleptanalgesia (haloperidol with pethidine chloride)--anesthesia for intrauterine curettage]","Henmi M, Murata K, Hashimoto Y.","Masui. 1967 Aug;16(8):639-44.","Henmi M","Masui","1967","1967/08/01","","",""
"5593120","[On blood circulation and respiration effects of levorphanol]","Remien J, Felix W.","Z Kreislaufforsch. 1967 Dec;56(12):1207-18.","Remien J","Z Kreislaufforsch","1967","1967/12/01","","",""
"5587509","[The effect of Dolantin ""Special"" on uterine motility]","Boden W.","Z Geburtshilfe Gynakol. 1967;167(2):212-9.","Boden W","Z Geburtshilfe Gynakol","1967","1967/01/01","","",""
"5584537","[Anesthesia in gynecologic emergency practice]","Hiersche HD, Schaudig H.","Anaesthesist. 1967 Jan;16(1):9-11.","Hiersche HD","Anaesthesist","1967","1967/01/01","","",""
"5566729","Pharmacology of narcotics and antagonists as related to drug abuse","Elliott HW.","Int Z Klin Pharmakol Ther Toxikol. 1971 Jun;4(4):459-61.","Elliott HW","Int Z Klin Pharmakol Ther Toxikol","1971","1971/06/01","","",""
"5554332","A comparison of the analgesics pentazocine and pethilorfan in the relief of pain during labour","O'Dwyer E.","J Ir Med Assoc. 1971 Mar 18;64(408):173-6.","O'Dwyer E","J Ir Med Assoc","1971","1971/03/18","","",""
"5529288","Plasma copper levels and their significance in morphine analgesia and tolerance","Iwata H, Watanabe K, Matsui Y.","Eur J Pharmacol. 1970;11(3):298-302. doi: 10.1016/0014-2999(70)90005-1.","Iwata H","Eur J Pharmacol","1970","1970/01/01","","","10.1016/0014-2999(70)90005-1"
"5472265","Interaction between morphine and morphine antagonists after systemic and intraventricular application","Albus K, Schott M, Herz A.","Eur J Pharmacol. 1970 Sep 1;12(1):53-64. doi: 10.1016/0014-2999(70)90028-2.","Albus K","Eur J Pharmacol","1970","1970/09/01","","","10.1016/0014-2999(70)90028-2"
"5467446","On the sites of antitsive action of N-(2-picolyl)-N-phenyl-N-(2-piperidinoethyl)amine (TAT-3)","Kasé Y, Wakita Y, Yuizono T, Kito G, Kikuchi K.","Arzneimittelforschung. 1970 Jan;20(1):37-43.","Kasé Y","Arzneimittelforschung","1970","1970/01/01","","",""
"5464158","[Studies on anti-inflammatory agents. IV. On the appearance of physical dependence and analgesic activity of 2-amino-3-ethoxycarbonyl-6-benzyl-4,5,6-7-tetrahydrothieno(2,3-c)pyridine (Y-3642) by repeated administration]","Nakanishi M, Imamura H, Maruyama Y.","Yakugaku Zasshi. 1970 Mar;90(3):291-5. doi: 10.1248/yakushi1947.90.3_291.","Nakanishi M","Yakugaku Zasshi","1970","1970/03/01","","","10.1248/yakushi1947.90.3_291"
"5464141","[Effects of 1-(2-phenyl-2-ethoxy)ethyl-4-(2-benzyloxy)propylpiperazine HCl (746CE) on the EEG of rabbits and cats]","Takato M, Noda Y, Kakimoto M, Takano N, Sato N.","Nihon Yakurigaku Zasshi. 1970;66(1):83-97. doi: 10.1254/fpj.66.83.","Takato M","Nihon Yakurigaku Zasshi","1970","1970/01/01","","","10.1254/fpj.66.83"
"5460021","Effects of morphine and its antagonists on release of cerebral cortical acetylcholine","Jhamandas K, Pinsky C, Phillis JW.","Nature. 1970 Oct 10;228(5267):176-7. doi: 10.1038/228176a0.","Jhamandas K","Nature","1970","1970/10/10","","","10.1038/228176a0"
"5448493","Anaesthetic problems in multiple sclerosis. Are certain agents contraindicated?","Baskett PJ, Armstrong R.","Anaesthesia. 1970 Jul;25(3):397-401. doi: 10.1111/j.1365-2044.1970.tb00229.x.","Baskett PJ","Anaesthesia","1970","1970/07/01","","","10.1111/j.1365-2044.1970.tb00229.x"
"5437157","Drug action on tail shock-induced vocalization in mice and its relevance to analgesia","Weller CP, Sulman FG.","Eur J Pharmacol. 1970 Feb;9(2):227-34. doi: 10.1016/0014-2999(70)90304-3.","Weller CP","Eur J Pharmacol","1970","1970/02/01","","","10.1016/0014-2999(70)90304-3"
"5418232","Effect of morphine derivatives on lipid metabolism in Staphylococcus aureus","Gale EF.","Mol Pharmacol. 1970 Mar;6(2):134-45.","Gale EF","Mol Pharmacol","1970","1970/03/01","","",""
"5418231","Effects of diacetylmorphine and related morphinans on some biochemical activities of Staphylococcus aureus","Gale EF.","Mol Pharmacol. 1970 Mar;6(2):128-33.","Gale EF","Mol Pharmacol","1970","1970/03/01","","",""
"5406899","[Principles and risks of drug treatment of pain]","Kreppel E.","Bibl Psychiatr Neurol. 1969;139:124-45.","Kreppel E","Bibl Psychiatr Neurol","1969","1969/01/01","","",""
"5389495","[A study on physical dependence on thiothixene]","Ueki S, Fukuda T, Ogawa N.","Igaku Kenkyu. 1969 Jul;39(4):341-4.","Ueki S","Igaku Kenkyu","1969","1969/07/01","","",""
"5373887","Inhibition of cell growth and the synthesis of ribonucleic acid and protein in HeLa cells by morphinans and related compounds","Noteboom WD, Mueller GC.","Mol Pharmacol. 1969 Jan;5(1):38-48.","Noteboom WD","Mol Pharmacol","1969","1969/01/01","","",""
"5367473","Levallorphan and meperidine mixtures. A dose-response study of the ventilatory sensitivity to carbon dioxide","Rouge JC.","Acta Anaesthesiol Scand. 1969;13(2):87-96. doi: 10.1111/j.1399-6576.1969.tb00958.x.","Rouge JC","Acta Anaesthesiol Scand","1969","1969/01/01","","","10.1111/j.1399-6576.1969.tb00958.x"
