PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"4809381","Anaesthesia for cervical osteotomy","Chang J.","Can Anaesth Soc J. 1974 Jan;21(1):83-91. doi: 10.1007/BF03004582.","Chang J","Can Anaesth Soc J","1974","1974/01/01","","","10.1007/BF03004582"
"4740642","The effect of narcotic analgesics on the uptake of 5-hydroxytryptamine and (-)-metaraminol by blood platelets","Ahtee L, Saarnivaara L.","Br J Pharmacol. 1973 Apr;47(4):808-18. doi: 10.1111/j.1476-5381.1973.tb08208.x.","Ahtee L","Br J Pharmacol","1973","1973/04/01","PMC1776065","","10.1111/j.1476-5381.1973.tb08208.x"
"4738200","Analgesic ""cocktails"" for pneumoencephalography: ketamine, diazepam, alphaprodine, and droperidol","Wolfson B, Kielar CM, Shenoy NR, Hetrick WD.","Anesth Analg. 1973 Sep-Oct;52(5):779-83.","Wolfson B","Anesth Analg","1973","1973/09/01","","",""
"4733100","Stereochemical studies on medicinal agents. 14. Relative stereochemistries and analgetic potencies of diastereomeric 3-allyl and 3-propyl derivatives of 1-methyl-4-phenyl-4-propionoxypiperidine","Bell KH, Portoghese PS.","J Med Chem. 1973 Mar;16(3):203-5. doi: 10.1021/jm00261a007.","Bell KH","J Med Chem","1973","1973/03/01","","","10.1021/jm00261a007"
"4733099","Stereochemical studies on medicinal agents. 13. Correlation of the solid-state conformations of 1,3,5-trimethyl- and 1,3-dimethyl-4-phenyl-4-propionoxypiperidine enantiomers with their absolute stereoselectivity at analgetic receptors","Portoghese PS, Gomaa ZS, Larson DL.","J Med Chem. 1973 Mar;16(3):199-203. doi: 10.1021/jm00261a006.","Portoghese PS","J Med Chem","1973","1973/03/01","","","10.1021/jm00261a006"
"4733098","Stereochemical studies on medicinal agents. 12. The distinction of enantiotopic groups in the interaction of 1-methyl-4-phenyl-4-propionoxypiperidine with analgetic receptors","Larson DL, Portoghese PS.","J Med Chem. 1973 Mar;16(3):195-8. doi: 10.1021/jm00261a005.","Larson DL","J Med Chem","1973","1973/03/01","","","10.1021/jm00261a005"
"4678166","Ethoheptazine-monoamine oxidase inhibitor interaction in rabbits","Sinclair JG.","Can J Physiol Pharmacol. 1972 Sep;50(9):923-6. doi: 10.1139/y72-132.","Sinclair JG","Can J Physiol Pharmacol","1972","1972/09/01","","","10.1139/y72-132"
"4620158","Obstetric anesthesia as a neonatal risk factor in normal labor and delivery","Scanlon JW.","Clin Perinatol. 1974 Sep;1(2):465-82.","Scanlon JW","Clin Perinatol","1974","1974/09/01","","",""
"4527003","Nisentil as an adjunct in dental anesthesia","Wallace LN.","Anesth Prog. 1974 Jul-Aug;21(4):103-5.","Wallace LN","Anesth Prog","1974","1974/07/01","PMC2515737","",""
"4526996","Intravenous amnesia--an appraisal after seven years and 10,500 administrations","Shane SM, Carrel R, Vandenberge J.","Anesth Prog. 1974 Mar-Apr;21(2):36-46.","Shane SM","Anesth Prog","1974","1974/03/01","PMC2516684","",""
"4501409","[Balanced anesthesia in ambulatory stomatological operations]","Biziaev AF.","Stomatologiia (Mosk). 1972;51(2):35-9.","Biziaev AF","Stomatologiia (Mosk)","1972","1972/01/01","","",""
"4500722","Fatality after use of alphaprodine in analgesia for dental surgery: report of case","Hine CH, Pasi A.","J Am Dent Assoc. 1972 Apr;84(4):858-61. doi: 10.14219/jada.archive.1972.0132.","Hine CH","J Am Dent Assoc","1972","1972/04/01","","","10.14219/jada.archive.1972.0132"
"4319972","Preliminary report on the detection and quantitation of opiates and certain other drugs of abuse as trimethysilyl derivatives by gas-liquid chromatography","Parker KD, Wright JA, Halpern AF, Hine CH.","J Forensic Sci Soc. 1970 Jan;10(1):17-22. doi: 10.1016/s0015-7368(70)70554-9.","Parker KD","J Forensic Sci Soc","1970","1970/01/01","","","10.1016/s0015-7368(70)70554-9"
"4278928","Interactions of some analgesics and antidepressants with phenelzine or reserpine in the mouse","Ahtee L, Jounela AJ, Saarnivaara L, Simola I.","Pharmacology. 1974;12(1):39-47. doi: 10.1159/000136519.","Ahtee L","Pharmacology","1974","1974/01/01","","","10.1159/000136519"
"4275894","Anesthesia for laparoscopy","Keith L, Silver A, Becker M.","J Reprod Med. 1974 Jun;12(6):227-33.","Keith L","J Reprod Med","1974","1974/06/01","","",""
"4274253","Pancuronium and renal perfusion: a comparison of neuromuscular blocking agents","Leighton KM, Koth B, Bruce C.","Can Anaesth Soc J. 1974 Mar;21(2):131-8. doi: 10.1007/BF03013105.","Leighton KM","Can Anaesth Soc J","1974","1974/03/01","","","10.1007/BF03013105"
"4274150","Neuroleptanesthesia for general surgery","Foldes FF.","Int Anesthesiol Clin. 1973 Fall;11(3):1-35.","Foldes FF","Int Anesthesiol Clin","1973","1973/01/01","","",""
"4273367","The anaesthetic management of pelvic laparoscopy","Calverley RK, Jenkins LC.","Can Anaesth Soc J. 1973 Sep;20(5):679-86. doi: 10.1007/BF03026265.","Calverley RK","Can Anaesth Soc J","1973","1973/09/01","","","10.1007/BF03026265"
"4262409","A clinical study of a modified intravenous amnesia technique for pedodontia patients","Carrel R.","Bull Phila Cty Dent Soc. 1972 Sep;38(1):14-7 passim.","Carrel R","Bull Phila Cty Dent Soc","1972","1972/09/01","","",""
"4222202","Premedication for children","Corbett MC.","J Dent Child. 1966 Mar;33(2):125-7.","Corbett MC","J Dent Child","1966","1966/03/01","","",""
"4186198","[Analgesics. 32]","Röthig J.","Pharm Prax. 1969;5:97-115.","Röthig J","Pharm Prax","1969","1969/01/01","","",""
"4149532","Analgesia during labor: effect on the fetus and neonate","Clark RB.","Clin Anesth. 1974;10(2):139-55.","Clark RB","Clin Anesth","1974","1974/01/01","","",""
"4117468","Sensitivity of thin-layer chromatography for detection of 16 opioids, cocaine and quinine","Gorodetzky CW.","Toxicol Appl Pharmacol. 1972 Nov;23(3):511-8. doi: 10.1016/0041-008x(72)90053-1.","Gorodetzky CW","Toxicol Appl Pharmacol","1972","1972/11/01","","","10.1016/0041-008x(72)90053-1"
"4068011","Racemic and optically active 1,3,3-trimethyl-4-phenyl-4-(propionyloxy)piperidine","Ahmed FR, Laws GF, Madani AE, Casy AF.","J Med Chem. 1985 Dec;28(12):1947-9. doi: 10.1021/jm00150a031.","Ahmed FR","J Med Chem","1985","1985/12/01","","","10.1021/jm00150a031"
"3954114","Neonatal responses to alphaprodine administered during labor","Murakawa K, Abboud TK, Yanagi T.","Anesth Analg. 1986 Apr;65(4):392-4.","Murakawa K","Anesth Analg","1986","1986/04/01","","",""
"3919245","Alphaprodine hydrochloride for obstetrics","Rimar JM.","MCN Am J Matern Child Nurs. 1985 Mar-Apr;10(2):137. doi: 10.1097/00005721-198503000-00019.","Rimar JM","MCN Am J Matern Child Nurs","1985","1985/03/01","","","10.1097/00005721-198503000-00019"
"3863855","Evaluation of an alphaprodine-hydroxyzine combination as a sedative agent in the treatment of the pediatric dental patient","Doring KR.","J Am Dent Assoc. 1985 Oct;111(4):567-76. doi: 10.14219/jada.archive.1985.0165.","Doring KR","J Am Dent Assoc","1985","1985/10/01","","","10.14219/jada.archive.1985.0165"
"3856592","Nisentil-induced respiratory arrest: report of case","Finder RL, Schwartz PJ, Bennett CR.","ASDC J Dent Child. 1985 Jan-Feb;52(1):59-61.","Finder RL","ASDC J Dent Child","1985","1985/01/01","","",""
"3697816","Cyanosis of the hands following the use of alphaprodine in dental anaesthesia","Fuller HD.","Can Anaesth Soc J. 1986 Mar;33(2):213-5. doi: 10.1007/BF03010833.","Fuller HD","Can Anaesth Soc J","1986","1986/03/01","","","10.1007/BF03010833"
"3606737","Drugs that wouldn't die","Weintraub M, Northington FK.","JAMA. 1986 May 2;255(17):2327-8.","Weintraub M","JAMA","1986","1986/05/02","","",""
"3560080","Respiratory arrest and prolonged respiratory depression after one low, subcutaneous dose of alphaprodine for obstetric analgesia. A case report","Fuller JD, Crombleholme WR.","J Reprod Med. 1987 Feb;32(2):149-51.","Fuller JD","J Reprod Med","1987","1987/02/01","","",""
"3484802","Lack of depletion of striatal dopamine by phenylpiperidine analgesics","Baldessarini RJ, Neumeyer JL.","N Engl J Med. 1986 Mar 6;314(10):649. doi: 10.1056/NEJM198603063141016.","Baldessarini RJ","N Engl J Med","1986","1986/03/06","","","10.1056/NEJM198603063141016"
"3481518","Conscious sedation for minor gynecologic surgery in the ambulatory patient. A pilot study","Shane SM, Speedie LJ, Rao L, Niedermeyer E, McPherson R.","Anesth Prog. 1987 Nov-Dec;34(6):211-4.","Shane SM","Anesth Prog","1987","1987/11/01","PMC2190040","",""
"3422794","Local anesthesia and narcotic drug interaction in pediatric dentistry","Moore PA.","Anesth Prog. 1988 Jan-Feb;35(1):17.","Moore PA","Anesth Prog","1988","1988/01/01","PMC2190049","",""
"3392151","Measurement of alphaprodine by selected-ion monitoring","Kuhnert BR, Brashear WT, Syracuse CD.","J Chromatogr. 1988 Apr 29;426(2):392-8. doi: 10.1016/s0378-4347(00)81969-6.","Kuhnert BR","J Chromatogr","1988","1988/04/29","","","10.1016/s0378-4347(00)81969-6"
"3269520","A descriptive study of 201 uncombined alphaprodine HCl conscious sedations in pediatric dental patients (1982-1985)","Lunt RC, Hward HE.","Pediatr Dent. 1988 Jun;10(2):121-6.","Lunt RC","Pediatr Dent","1988","1988/06/01","","",""
"3268795","Nonlinear dose-response characteristics of alphaprodine sedation in preschool children","Lambert LA, Nazif MM, Moore PA, Zullo TG.","Pediatr Dent. 1988 Mar;10(1):30-3.","Lambert LA","Pediatr Dent","1988","1988/03/01","","",""
"3268655","Narcotic sedation: an evaluation of cardiopulmonary parameters and behavior modification in pediatric dental patients","Currie WR, Biery KA, Campbell RL, Mourino AP.","J Pedod. 1988 Spring;12(3):230-49.","Currie WR","J Pedod","1988","1988/01/01","","",""
"3133460","Sinusoidal fetal heart rate","De Muylder X.","J Perinat Med. 1987;15(6):497-513. doi: 10.1515/jpme.1987.15.6.497.","De Muylder X","J Perinat Med","1987","1987/01/01","","","10.1515/jpme.1987.15.6.497"
"3111312","Effects of variable alphaprodine dose levels on arterial blood gases in rhesus monkeys","Gross R, Nazif MM, Zullo T.","Anesth Prog. 1987 Mar-Apr;34(2):43-5.","Gross R","Anesth Prog","1987","1987/03/01","PMC2148565","",""
"2927331","The relationship between maternal labour analgesia and delay in the initiation of breastfeeding in healthy neonates in the early neonatal period","Matthews MK.","Midwifery. 1989 Mar;5(1):3-10. doi: 10.1016/s0266-6138(89)80058-0.","Matthews MK","Midwifery","1989","1989/03/01","","","10.1016/s0266-6138(89)80058-0"
"2888899","Combined analgesic/neuroleptic activity in N-butyrophenone prodine-like compounds","Iorio MA, Reymer TP, Frigeni V.","J Med Chem. 1987 Oct;30(10):1906-10. doi: 10.1021/jm00393a037.","Iorio MA","J Med Chem","1987","1987/10/01","","","10.1021/jm00393a037"
"2866736","Risk appraisal of narcotic sedation for children","Moore PA, Goodson JM.","Anesth Prog. 1985 Jul-Aug;32(4):129-39.","Moore PA","Anesth Prog","1985","1985/07/01","PMC2148533","",""
"2806744","Obstetrical medication and the human newborn: the influence of alphaprodine hydrochloride on visual behaviour","Adams RJ.","Dev Med Child Neurol. 1989 Oct;31(5):650-6. doi: 10.1111/j.1469-8749.1989.tb04051.x.","Adams RJ","Dev Med Child Neurol","1989","1989/10/01","","","10.1111/j.1469-8749.1989.tb04051.x"
"2173504","GABAmimetics diminish antinociception of meperidine under conditions which enhance other opioid mu-agonists","Wynn RL, Bergman SA, Rudo FG, Leventer M.","Arch Int Pharmacodyn Ther. 1990 Mar-Apr;304:136-46.","Wynn RL","Arch Int Pharmacodyn Ther","1990","1990/03/01","","",""
"1671414","Common stereospecificity of opioid and dopamine systems for N-butyrophenone prodine-like compounds","Iorio MA, Frigeni V, Bowman ER, Harris LS, May EL, Aceto MD.","J Med Chem. 1991 Jan;34(1):194-7. doi: 10.1021/jm00105a029.","Iorio MA","J Med Chem","1991","1991/01/01","","","10.1021/jm00105a029"
"1559604","Obstetrical medication and the newborn infant. II: The influence of meperidine (pethidine) on visual behaviour","Adams RJ.","Dev Med Child Neurol. 1992 Mar;34(3):247-51. doi: 10.1111/j.1469-8749.1992.tb14998.x.","Adams RJ","Dev Med Child Neurol","1992","1992/03/01","","","10.1111/j.1469-8749.1992.tb14998.x"
"1252974","Dobutamine and general anaesthesia: a study of the response of arterial pressure, heart rate and renal blood flow","Leighton KM, Bruce C.","Can Anaesth Soc J. 1976 Mar;23(2):176-84. doi: 10.1007/BF03005689.","Leighton KM","Can Anaesth Soc J","1976","1976/03/01","","","10.1007/BF03005689"
"1252973","Carbon dioxide output in anaesthesia","Bain JA, Spoerel WE.","Can Anaesth Soc J. 1976 Mar;23(2):153-62. doi: 10.1007/BF03005686.","Bain JA","Can Anaesth Soc J","1976","1976/03/01","","","10.1007/BF03005686"
"1246054","Stereochemical studies on medicinal agents. 19. X-ray crystal structures of two (+/-)-allylprodine diastereomers. The role of the allyl group in conferring high stereoselectivity and potency at analgetic receptors","Portoghese PS, Shefter E.","J Med Chem. 1976 Jan;19(1):55-7. doi: 10.1021/jm00223a012.","Portoghese PS","J Med Chem","1976","1976/01/01","","","10.1021/jm00223a012"
"1239221","Ketamine-pancuronium-narcotic technic for cardiovascular surgery in infants--a comparative study","Levin RM, Seleny FL, Streczyn MV.","Anesth Analg. 1975 Nov-Dec;54(6):800-5. doi: 10.1213/00000539-197511000-00031.","Levin RM","Anesth Analg","1975","1975/11/01","","","10.1213/00000539-197511000-00031"
"1177250","Quantum chemical studies of meperidine and prodine","Loew GH, Jester JR.","J Med Chem. 1975 Nov;18(11):1051-6. doi: 10.1021/jm00245a001.","Loew GH","J Med Chem","1975","1975/11/01","","","10.1021/jm00245a001"
"1107370","A study of three preoperative sedative combinations","Tobias M, Lipschultz DH, Album MM.","ASDC J Dent Child. 1975 Nov-Dec;42(6):453-9.","Tobias M","ASDC J Dent Child","1975","1975/11/01","","",""
"967381","The effect of drugs on uterine activity","Petrie RH, Wu R, Miller FC, Sacks DA, Sugarman R, Paul RH, Hon EH.","Obstet Gynecol. 1976 Oct;48(4):431-5.","Petrie RH","Obstet Gynecol","1976","1976/10/01","","",""
"950659","2-Azabicyclo (2.2.2)octane analogues of the prodine analgetics","Clark CR, Holbrook JM, Borne RF.","J Med Chem. 1976 Jun;19(6):852-4. doi: 10.1021/jm00228a027.","Clark CR","J Med Chem","1976","1976/06/01","","","10.1021/jm00228a027"
"862269","Preanesthetic and intrapartal medications","McDonald JS.","Clin Obstet Gynecol. 1977 Jun;20(2):447-59. doi: 10.1097/00003081-197706000-00022.","McDonald JS","Clin Obstet Gynecol","1977","1977/06/01","","","10.1097/00003081-197706000-00022"
"759617","Relative potencies and durations of action with respect to respiratory depression of intravenous meperidine, fentanyl and alphaprodine in man","Kaufman RD, Aqleh KA, Bellville JW.","J Pharmacol Exp Ther. 1979 Jan;208(1):73-9.","Kaufman RD","J Pharmacol Exp Ther","1979","1979/01/01","","",""
"733135","Sinusoidal fetal heart rate pattern associated with alphaprodine administration","Gray JH, Cudmore DW, Luther ER, Martin TR, Gardner AJ.","Obstet Gynecol. 1978 Dec;52(6):678-81.","Gray JH","Obstet Gynecol","1978","1978/12/01","","",""
"581295","Comparing the effects of anileridine, alphaprodine and fentanyl on schedule-controlled responding by pigeons","Leander JD.","J Pharmacol Exp Ther. 1978 Sep;206(3):624-35.","Leander JD","J Pharmacol Exp Ther","1978","1978/09/01","","",""
"568398","Renal blood flow: differences in autoregulation during anesthesia with halothane, methoxyflurane, or alphaprodine in the dog","Leighton KM, Macleod BA, Bruce C.","Anesth Analg. 1978 Jul-Aug;57(4):389-94. doi: 10.1213/00000539-197807000-00005.","Leighton KM","Anesth Analg","1978","1978/07/01","","","10.1213/00000539-197807000-00005"
"289661","Sedation of the autistic patient for dental procedures","Braff MH, Nealon L.","ASDC J Dent Child. 1979 Sep-Oct;46(5):404-7.","Braff MH","ASDC J Dent Child","1979","1979/09/01","","",""
"287922","Carbon dioxide laser surgery of larynx. Anesthetic technique","Oliverio RM Jr, Fermon CM.","N Y State J Med. 1979 Jul;79(8):1235-6.","Oliverio RM Jr","N Y State J Med","1979","1979/07/01","","",""
"97674","Electric shock titration: effects of meperidine, anileridine and alphaprodine","Dykstra LA, Leander JD.","Pharmacol Biochem Behav. 1978 Apr;8(4):387-9. doi: 10.1016/0091-3057(78)90074-6.","Dykstra LA","Pharmacol Biochem Behav","1978","1978/04/01","","","10.1016/0091-3057(78)90074-6"
"13219","Relationships between opiate receptor binding and analgetic properties of prodine-type compounds","Klee WA, Iorio MA.","J Med Chem. 1977 Feb;20(2):309-10. doi: 10.1021/jm00212a026.","Klee WA","J Med Chem","1977","1977/02/01","","","10.1021/jm00212a026"
